orf_id,Essential,upstream_size,downstream_size,paralagous_count,PI,CAI,ASP,GLN,GLU,LYS,MET,FOP_score,Gravy_score,aromaticity_score
YDR418W,N,604,1060,1,10.2,766,8,6,12,18,2,859,-0.336364,0.036364
YDR419W,N,1060,1194,0,8.22,111,44,23,39,67,10,375,-0.403481,0.087025
YDR420W,N,1194,364,0,4.54,99,67,49,84,56,12,413,-0.257547,0.073252
YDR421W,N,364,433,0,6.16,115,56,25,75,66,18,414,-0.543684,0.082105
YDR422C,N,128,433,0,6.54,129,60,32,47,48,19,411,-0.682155,0.066049
YDR423C,N,111,128,0,7.03,111,29,22,29,35,7,416,-0.661369,0.041565
YDR424C,N,222,111,0,9.03,164,8,2,4,12,1,0.5,-0.279348,0.119565
YDR425W,N,222,263,0,7.02,152,23,24,43,46,11,475,-0.4096,0.0752
YDR427W,Y,263,67,0,5.56,218,35,18,23,35,8,495,-0.303054,0.10687
YDR428C,N,237,67,0,5.07,142,16,13,16,14,8,442,-0.209195,0.099617
YDR429C,Y,199,237,0,6.78,249,11,8,33,23,6,574,-0.683212,0.054745
YDR432W,N,312,1209,0,5.35,359,18,21,42,8,5,679,-1.09541,0.096618
YDR434W,Y,1209,141,0,4.53,144,33,24,34,25,11,419,-0.093259,0.11236
YDR435C,N,851,141,0,7.34,122,17,13,22,20,13,452,-0.202439,0.088415
YDR436W,N,851,398,4,10.01,109,47,15,27,43,14,389,-0.722535,0.067606
YDR437W,Y,398,499,0,4,101,11,5,6,5,7,403,0.226429,0.128571
YDR438W,N,499,289,1,6.04,113,12,7,14,12,8,425,0.727297,0.135135
YDR439W,N,289,1773,0,10.34,104,26,20,20,37,3,363,-1.02161,0.034582
YDR440W,N,1773,275,0,9.76,126,36,22,32,56,10,418,-0.614433,0.084192
YDR441C,N,613,275,1,4.68,139,10,5,17,10,2,469,0.212155,0.104972
YDR443C,N,351,613,0,5.57,125,95,60,82,102,33,425,-0.457958,0.080282
YDR444W,N,351,1371,2,8.64,106,36,17,53,57,14,402,-0.500146,0.088792
YDR446W,N,1371,195,0,8.54,112,16,16,29,40,2,378,-0.906954,0.059603
YDR447C,N,511,195,1,11.28,757,7,7,7,14,2,873,-0.794118,0.051471
YDR448W,N,511,210,0,6.64,119,25,22,41,30,9,411,-0.739862,0.096774
YDR449C,Y,1020,210,0,9.71,181,30,18,28,47,14,463,-0.627727,0.113636
YDR450W,N,1020,321,1,11.06,775,8,8,7,11,2,866,-0.70137,0.061644
YDR451C,N,696,321,1,10.75,133,11,13,20,37,6,462,-0.78017,0.053824
YDR452W,N,696,169,0,6.85,149,49,16,56,68,19,461,-0.623739,0.108309
YDR453C,N,601,169,1,7.34,273,12,5,12,18,1,573,-0.104592,0.096939
YDR454C,Y,657,601,0,7.31,314,11,4,15,19,3,623,-0.392513,0.096257
YDR456W,N,657,403,0,4.5,156,33,19,26,18,16,0.49,0.384834,0.112164
YDR457W,N,403,458,0,4.92,155,265,94,241,213,73,444,-0.296695,0.092717
YDR458C,N,272,458,1,7.78,129,30,26,79,82,7,416,-0.848718,0.067873
YDR459C,N,367,272,0,8.32,117,16,11,16,20,7,431,0.073797,0.125668
YDR460W,Y,367,399,0,5.96,141,20,8,40,34,7,476,-0.810592,0.093458
YDR461W,N,399,786,0,8.41,557,2,1,2,5,1,794,-0.397222,0.083333
YDR463W,N,299,496,1,7.49,145,25,26,34,39,9,461,-0.710405,0.077071
YDR464W,Y,496,156,0,9.69,141,87,62,149,183,15,443,-1.08467,0.032056
YDR465C,N,546,156,0,4.27,176,39,13,39,23,11,472,-0.46068,0.116505
YDR466W,N,546,208,13,10.32,108,40,39,42,71,13,389,-0.619711,0.073497
YDR468C,Y,314,208,0,4.31,187,22,19,23,12,9,528,-0.705804,0.035714
YDR469W,N,314,163,0,4.54,106,10,9,18,12,5,365,-932,0.028571
YDR471W,N,555,757,1,11.16,517,2,4,9,23,1,761,-0.556618,0.102941
YDR472W,Y,757,271,0,7.47,129,12,17,16,11,7,469,-0.346643,0.09894
YDR473C,Y,1609,271,0,9.01,0.13,34,18,50,55,12,379,-1.17527,0.085288
YDR475C,N,358,1609,1,10.38,114,65,27,47,81,14,408,-0.8629,0.06621
YDR476C,N,1245,358,0,6.51,99,12,4,13,11,2,457,0.265625,0.09375
YDR477W,N,1245,300,18,6.65,188,41,24,42,48,19,486,-0.568878,0.078989
YDR478W,Y,300,38,0,10.42,109,4,11,14,28,6,408,-0.854545,0.075758
YDR479C,N,524,38,0,6.08,109,29,19,38,33,17,412,-0.329964,0.101083
YDR480W,N,524,179,0,7.39,135,24,13,21,28,8,444,-0.976471,0.074303
YDR481C,N,180,179,0,5.39,159,44,20,36,28,7,466,-0.40424,0.088339
YDR482C,N,318,180,0,10.44,56,3,16,17,11,3,344,-1.4363,0.022222
YDR483W,N,318,277,8,5.17,279,26,13,38,36,7,579,-0.574434,0.149321
YDR484W,N,277,131,0,5.54,144,44,38,38,47,10,417,-0.509204,0.106084
YDR485C,N,223,131,0,4.93,137,62,48,87,78,11,421,-1.1239,0.050314
YDR486C,N,233,223,0,4.25,136,20,28,15,15,10,422,-0.891266,0.034934
YDR488C,N,222,207,0,5.1,0.08,30,32,44,24,13,394,-0.407692,0.065666
YDR489W,Y,222,71,0,4.53,164,26,11,23,19,11,502,-0.432993,0.068027
YDR490C,N,655,71,13,10.02,108,46,34,46,73,20,399,-0.541123,0.08094
YDR492W,N,655,342,2,8.47,193,10,8,9,17,8,543,0.397785,0.170886
YDR495C,N,282,99,0,4.87,125,69,24,105,98,16,408,-0.403363,0.087043
YDR496C,N,309,282,0,6.88,247,38,26,69,71,7,544,-0.593445,0.067073
YDR497C,N,375,309,22,6.51,195,20,20,27,24,13,568,0.379795,0.10274
YDR498C,Y,835,375,0,5.92,0.14,27,20,29,32,4,432,-0.3,0.083551
YDR499W,Y,835,124,0,5.91,119,47,34,60,58,21,411,-0.254886,0.076305
YDR500C,N,499,124,1,12.32,711,0,2,0,11,2,859,-1.17727,0.079545
YDR501W,N,499,391,1,10,141,20,22,36,48,3,0.44,-0.609981,0.06334
YDR502C,N,577,391,1,5.06,498,34,17,22,30,7,756,-0.305208,0.083333
YDR503C,N,444,577,0,8.25,111,16,5,8,15,10,416,0.274087,0.116788
YDR505C,N,507,828,0,6.48,148,48,58,38,44,19,444,-0.791201,0.086801
YDR506C,N,803,507,2,6.37,141,41,17,35,44,19,464,-0.301974,0.106908
YDR507C,N,666,803,18,10,158,57,42,112,118,15,467,-0.796147,0.056918
YDR508C,N,955,666,17,7.67,196,26,21,35,36,19,532,0.110709,0.116139
YDR510W,Y,955,311,0,4.76,306,9,5,12,9,4,0.66,-0.848515,0.059406
YDR512C,N,484,81,0,8.6,77,7,10,14,17,5,346,-0.571658,0.106952
YDR513W,N,598,99,1,7.34,212,5,6,11,14,3,564,0.024476,0.06993
YDR514C,N,429,99,1,9.16,0.11,27,13,35,49,13,0.39,-0.463561,0.095238
YDR515W,N,429,201,1,10.11,156,20,23,27,41,9,449,-1.14049,0.09396
YDR516C,N,762,201,3,6.22,178,26,14,39,28,10,518,-0.2314,78
YDR517W,N,762,250,0,4.95,129,30,24,16,17,3,486,-0.401075,0.086022
YDR518W,N,250,263,1,4.63,0.2,34,20,43,30,7,513,-0.17118,0.102515
YDR519W,N,263,252,1,5.23,189,8,2,7,8,4,508,0.357778,0.088889
YDR520C,N,391,252,0,7.9,118,50,20,43,60,15,378,-0.434715,0.108808
YDR522C,N,262,391,3,7.02,0.16,24,16,37,52,9,465,-0.173108,0.071713
YDR523C,N,503,262,6,7.65,142,26,15,38,44,12,447,-0.391021,0.083673
YDR524C,N,412,503,0,10.25,145,20,17,18,40,9,0.41,-0.423859,0.076763
YDR527W,Y,258,2172,0,4.75,162,45,20,39,45,8,456,-0.803645,0.072893
YDR528W,N,2172,307,0,6.72,142,29,17,28,34,8,443,-0.753192,0.068558
YDR530C,N,463,242,1,5.3,141,26,15,21,28,8,455,-0.501846,0.086154
YDR531W,Y,463,60,0,6.35,142,17,13,19,21,12,0.46,-0.253406,0.114441
YDR532C,N,893,60,0,4.61,111,25,20,46,39,9,375,-0.609351,0.07013
YDR533C,N,1152,893,3,5.2,236,23,3,11,23,1,517,-0.261603,0.105485
YDR534C,N,3104,1152,0,4.25,259,9,12,40,14,3,648,-0.064584,0.035985
YDR536W,N,3104,1186,20,6.51,188,22,18,31,25,15,526,0.095255,0.13181
YDR538W,N,1186,463,0,10.43,133,9,3,11,14,5,444,0.136777,0.07438
YDR539W,N,463,3524,0,6.02,158,30,13,35,39,12,467,-0.123261,0.089463
YDR540C,N,1988,3524,0,10.15,144,5,6,22,23,2,438,-0.952514,0.139665
YDR541C,N,2551,1988,3,6.4,181,22,12,23,24,3,467,-0.282558,0.081395
YEL001C,N,2541,286,0,4.5,0.16,9,6,17,11,4,0.47,-0.02,0.124444
YEL002C,Y,286,122,0,5.76,174,23,15,30,28,2,477,-0.331861,0.132558
YEL003W,N,248,122,0,8.1,152,5,6,13,17,3,462,-0.277236,0.073171
YEL004W,N,195,248,0,10.21,101,8,11,9,22,4,383,0.377193,0.152047
YEL005C,N,195,572,0,6.19,119,16,10,21,27,2,391,-0.412411,0.056738
YEL007W,N,2127,434,0,7.18,141,19,33,20,25,13,442,-0.85,0.07958
YEL009C,N,2127,3683,0,4.93,233,22,8,24,23,5,545,-0.601424,0.05694
YEL011W,N,568,3683,0,6.12,177,47,14,47,40,18,465,-0.414205,0.137784
YEL012W,N,1210,568,0,3.91,132,34,7,17,14,7,375,-0.770642,0.077982
YEL013W,N,540,1210,0,4.86,186,36,25,38,29,8,484,-0.11782,0.043253
YEL015W,N,410,540,0,6.34,153,45,50,22,40,10,457,-0.535753,0.056261
YEL016C,N,410,66,0,5.52,114,36,15,30,30,19,0.42,-0.346653,0.123732
YEL017C-A,N,727,487,0,12.09,544,0,3,0,1,2,775,1.0093,0.093023
YEL017W,N,727,66,0,4.7,124,27,10,16,21,6,445,-0.317211,0.121662
YEL018W,N,169,487,0,8.9,117,16,14,21,24,9,468,-0.535842,0.039427
YEL019C,Y,169,198,0,4.9,161,23,16,16,20,6,452,-0.605244,0.067416
YEL020C,N,198,1142,0,7.64,116,29,28,24,30,10,441,-0.059286,0.071429
YEL023C,N,868,596,0,6.56,0.13,46,23,45,47,17,412,-0.56393,0.112903
YEL025C,N,1112,257,0,8.07,128,64,29,66,90,18,416,-0.167593,0.127104
YEL026W,Y,691,257,0,7.9,635,6,6,6,8,2,798,0.234127,0.039683
YEL027W,N,2972,691,1,7.93,584,3,6,2,3,3,809,1.20187,0.0875
YEL029C,N,2972,279,1,6.51,0.14,20,12,18,25,11,431,-0.141346,0.102564
YEL031W,N,405,738,1,6.56,257,61,41,75,82,31,567,0.010124,0.095473
YEL032W,Y,787,405,5,5.19,184,78,32,68,47,16,515,-0.473223,0.058702
YEL034W,Y,130,787,1,4.64,814,16,3,12,13,8,872,-0.382803,0.050955
YEL035C,Y,130,492,0,10.05,74,7,10,8,6,2,383,-0.481325,0.120482
YEL036C,N,492,446,2,5.04,157,41,38,33,28,13,517,-0.7466,112
YEL037C,N,446,261,0,4.07,164,22,25,46,15,10,508,-0.452513,0.042714
YEL038W,N,442,261,0,6.53,126,18,15,9,19,2,479,-0.233195,0.099585
YEL040W,N,621,179,2,4.45,235,29,10,19,22,6,568,-0.352463,0.098501
YEL041W,N,616,621,2,5.61,0.11,35,11,33,31,11,0.39,-0.274546,0.082828
YEL042W,N,422,616,1,5.07,227,34,14,31,35,8,543,-0.214093,0.084942
YEL043W,N,220,422,0,7.93,149,44,42,49,67,17,471,-0.683996,0.058577
YEL044W,N,964,220,0,11.05,106,5,3,8,15,2,427,-0.826506,0.078313
YEL046C,N,964,831,0,6.24,0.33,22,12,25,23,13,682,-0.164341,0.080103
YEL047C,N,831,217,1,6.27,0.26,25,16,31,33,9,608,-0.135106,0.057447
YEL048C,N,217,618,0,4.47,144,9,4,16,12,3,439,0.065789,0.092105
YEL049W,N,2876,618,19,5.04,604,5,4,5,3,3,819,0.234167,0.091667
YEL051W,N,277,521,0,5.71,322,15,17,27,19,6,0.62,-0.617969,0.066406
YEL053C,N,468,682,0,5.72,153,41,33,52,55,11,453,-0.206685,0.110505
YEL054C,N,682,1181,1,10.2,605,8,6,12,18,2,798,-0.336364,0.036364
YEL055C,Y,1181,97,0,5.07,153,72,30,89,99,25,0.44,-0.292564,0.073386
YEL056W,N,1446,97,1,4.56,0.15,29,14,33,19,9,446,-0.515212,0.079801
YEL057C,N,1446,94,0,10.56,154,12,9,12,24,4,465,-0.38412,0.107296
YEL058W,Y,627,94,0,5.78,156,39,21,32,37,10,502,-0.158348,0.091562
YEL060C,N,446,508,2,6.37,0.3,52,21,42,60,7,0.63,-0.660315,0.070866
YEL061C,N,508,280,3,8.17,142,53,52,72,95,33,446,-0.6988,54
YEL062W,N,940,280,0,8.62,132,29,16,32,41,12,437,-0.352033,0.100813
YEL063C,N,940,454,16,8.58,218,19,12,28,29,13,0.56,0.331864,0.147458
YEL064C,N,454,253,1,8.46,0.12,19,10,15,24,19,442,0.3875,0.1
YEL065W,N,450,253,5,8.06,191,19,11,28,29,15,547,0.477866,0.136943
YEL066W,N,3435,450,1,7.88,141,10,3,14,16,5,467,-0.534078,0.128492
YEL072W,N,6166,1939,0,8.37,124,13,5,15,23,6,387,-0.322511,0.116883
YER001W,N,2541,994,2,7.23,164,52,25,52,65,11,446,-0.568898,0.12336
YER002W,N,994,237,0,10.07,0.18,20,9,25,32,4,478,-1.24242,0.056277
YER003C,Y,461,237,0,5.86,288,31,19,31,37,10,578,-0.48951,0.088578
YER005W,N,274,280,1,6.19,119,49,24,33,35,13,406,-0.443175,0.11746
YER006W,Y,280,241,1,9.64,0.21,37,16,40,55,9,526,-0.576346,0.051923
YER007C-A,N,922,153,0,7.05,235,9,6,16,20,4,534,-0.18453,0.071823
YER007W,N,241,153,0,8.91,123,29,10,31,43,7,439,-0.373745,0.096525
YER008C,Y,296,922,0,5.24,149,60,69,150,94,28,467,-0.694611,0.074102
YER009W,Y,296,141,0,4.35,326,10,12,5,3,3,623,-0.3872,128
YER010C,N,1909,141,0,7.43,117,15,12,6,12,3,437,-0.055983,0.07265
YER011W,N,1909,1822,1,4.49,609,9,8,11,12,7,805,0.022835,0.03937
YER012W,Y,1822,409,0,6.15,204,17,13,11,14,5,508,-0.360606,0.090909
YER013W,Y,409,321,5,7.79,0.13,69,59,84,93,31,427,-0.471528,0.070742
YER016W,N,1501,191,0,5.16,101,16,13,32,21,6,379,-0.616279,0.078488
YER018C,Y,172,170,0,6.91,64,15,28,13,3,5,352,-0.568778,0.049774
YER019C-A,N,628,42,0,11.24,206,2,7,2,6,1,609,0.030682,0.079545
YER019W,N,172,42,0,7.5,134,27,20,25,23,6,492,-0.205241,0.102725
YER020W,N,628,430,1,6.39,0.1,25,35,24,25,10,446,-0.543653,0.075724
YER021W,Y,430,292,0,5.37,183,39,20,36,40,13,483,-0.343404,0.089866
YER022W,Y,292,200,0,5.08,151,55,20,63,65,14,438,-0.565357,0.05968
YER023W,Y,200,255,0,5.29,0.21,7,11,23,22,9,565,0.109441,0.048951
YER025W,Y,287,809,0,6.77,333,28,21,43,42,9,632,-0.226945,0.045541
YER027C,N,459,504,1,4.54,141,37,33,21,18,15,422,-0.816307,0.071942
YER028C,N,710,459,1,10.74,105,19,14,12,21,6,412,-0.69797,0.053299
YER030W,N,238,177,0,4.27,246,22,1,29,20,3,547,-1.78497,0.03268
YER031C,N,315,177,8,4.81,156,14,6,16,14,3,463,-0.534081,0.080717
YER032W,N,315,363,0,7.54,0.14,50,38,63,67,11,431,-0.953995,0.047945
YER033C,N,558,363,0,4.58,138,106,38,72,75,10,413,-1.08857,0.066914
YER034W,N,558,235,0,5.81,91,21,12,15,22,2,0.33,-1.18595,0.037838
YER035W,N,235,290,0,10.93,95,7,5,7,22,3,373,-1.04759,0.048276
YER036C,Y,689,290,1,6.48,372,42,28,45,49,13,654,-0.367541,0.070492
YER037W,N,689,3,1,5.14,162,26,19,25,29,6,0.45,-0.523987,0.11215
YER038C,Y,203,3,0,4.99,156,39,12,34,41,7,414,-0.418319,0.116379
YER039C,N,57,203,0,8.74,119,8,8,7,14,11,466,0.666265,0.128514
YER040W,N,313,473,0,10.39,112,31,37,18,35,17,412,-0.809452,0.057534
YER041W,N,473,196,0,7.23,132,55,31,49,58,13,0.43,-0.58419,0.098814
YER042W,N,196,278,0,6.99,168,14,6,12,18,3,433,-0.682609,0.119565
YER043C,Y,450,278,0,6.2,641,23,14,32,29,12,799,0.003786,0.073497
YER044C,N,443,450,0,10.2,353,1,3,7,8,7,708,0.331081,0.168919
YER044C-A,N,257,443,0,10.38,118,16,16,27,46,2,424,-0.200245,0.112745
YER045C,N,1678,257,2,8.09,0.16,21,40,23,32,14,0.48,-0.743763,0.06135
YER046W,N,1678,198,0,8.42,116,9,4,7,9,3,0.43,-0.493007,0.118881
YER047C,N,478,198,7,9.76,131,48,29,67,77,16,438,-0.73835,0.059086
YER048C,N,2560,478,1,5.61,186,25,12,52,51,15,471,-0.840665,0.081841
YER049W,N,725,308,0,5.12,255,54,22,55,60,9,565,-0.621273,0.100932
YER051W,N,76,240,0,6.74,126,36,15,32,46,10,396,-0.538618,0.097561
YER052C,N,778,240,0,6.64,258,30,18,33,39,9,566,-0.102657,0.066414
YER054C,N,1193,1005,1,9.4,136,35,15,35,50,9,413,-0.869343,0.091241
YER055C,N,726,1193,0,5.99,192,20,7,18,22,6,524,0.09697,0.053872
YER056C,N,1308,726,3,4.96,202,15,10,24,18,16,544,0.486867,0.148218
YER056C-A,N,551,1308,1,11.56,763,1,6,6,19,1,867,-0.77438,0.041322
YER058W,N,641,532,0,10.15,86,3,4,14,14,4,398,-0.897196,0.046729
YER059W,N,532,680,0,6.14,107,29,22,22,22,9,398,-0.710952,0.064286
YER060W,N,680,418,3,5.31,142,17,9,22,15,14,456,0.47822,0.149621
YER060W-A,N,418,133,3,4.94,168,18,7,21,16,15,497,0.520754,0.139623
YER062C,N,1027,303,1,6.07,292,19,5,17,25,2,613,-282,112
YER063W,N,1027,338,0,7.54,0.19,11,13,26,23,1,553,-1.21697,0.022936
YER064C,N,1018,338,1,9.91,133,25,22,34,44,8,433,-0.559208,0.057426
YER065C,N,3327,1018,1,6.38,251,38,25,38,40,17,563,-0.423339,0.089767
YER066W,N,3327,1266,0,6.23,135,15,1,7,7,3,436,-0.064324,0.086486
YER067W,N,1266,498,1,6.15,208,14,5,19,20,2,481,-0.937267,0.099379
YER068W,N,498,596,0,8.04,151,26,30,32,38,8,458,-0.73356,0.068143
YER069W,N,596,948,0,8.4,198,45,28,48,62,9,524,-0.165817,0.082271
YER070W,N,948,330,1,6.12,312,50,32,58,53,27,603,-0.33232,0.094595
YER071C,N,478,330,0,4.77,134,8,2,13,13,2,434,-0.577778,0.071429
YER072W,N,478,833,0,11.31,137,4,1,2,6,4,0.48,0.392248,0.124031
YER074W,N,729,456,1,11.29,816,6,5,8,19,1,896,-0.702963,0.081481
YER075C,N,1390,289,0,7.17,136,57,41,46,68,20,434,-0.497629,0.082974
YER077C,N,206,1035,0,10.21,119,35,29,46,76,14,413,-0.381395,0.082849
YER079W,N,109,410,0,10.02,166,20,7,2,22,6,456,-1.09762,0.052381
YER081W,N,839,176,1,5.37,328,20,22,29,23,10,643,-0.050746,0.063966
YER082C,Y,237,176,0,10.27,161,29,24,33,52,11,464,-0.722744,0.068592
YER083C,N,587,237,0,10.29,118,11,13,10,18,5,429,-0.055439,0.087719
YER085C,N,336,587,0,10.88,89,3,7,17,13,2,409,-0.517341,0.075145
YER086W,N,336,368,0,8.84,312,27,23,34,34,10,618,-0.166667,0.076389
YER087W,N,368,275,0,7.36,0.13,41,22,37,50,16,413,-0.507986,0.088542
YER088C,N,757,345,1,10.26,167,35,20,21,40,17,521,-0.821791,0.047761
YER089C,N,608,757,2,4.7,142,48,16,25,28,10,477,-0.39806,0.051724
YER090W,N,608,391,0,5.7,216,35,21,32,30,11,522,-0.336687,0.076923
YER091C,N,687,391,0,6.42,657,48,30,53,61,9,812,-0.281095,0.093872
YER092W,N,687,87,0,4.23,94,13,3,15,10,2,369,-0.6544,48
YER093C,Y,299,87,0,9.06,113,73,55,97,110,36,403,-0.367902,0.088112
YER093C-A,N,328,299,0,10.38,118,4,7,10,11,6,462,-0.229197,0.109489
YER094C,Y,633,328,0,4.87,159,13,5,14,13,5,518,-0.012683,0.102439
YER095W,N,633,515,1,4.64,173,27,21,30,17,13,517,-0.2185,55
YER096W,N,515,2229,0,5.69,146,31,11,36,35,11,442,-0.411914,0.091797
YER098W,N,2229,374,1,7.36,135,50,35,53,66,14,404,-0.903581,0.078249
YER101C,N,1305,187,2,9.59,147,28,8,19,40,10,429,-0.272325,0.1
YER103W,N,886,284,12,4.86,184,45,23,53,50,7,509,-0.436604,0.063863
YER106W,N,312,213,0,9.53,145,17,11,30,40,3,436,-1.03874,0.076159
YER107C,N,669,213,0,8.49,109,21,19,11,19,10,363,-0.483014,0.09589
YER109C,N,1147,669,0,10.12,104,33,52,31,50,16,409,-0.891103,0.056391
YER110C,N,491,1147,1,4.36,343,62,47,101,57,21,647,0.000359,0.073675
YER111C,N,1355,491,0,9.42,145,54,73,56,92,26,462,-0.839433,0.059469
YER112W,Y,1355,136,0,10.31,213,5,12,9,10,4,555,-1.15936,0.069519
YER113C,N,537,136,2,7.39,112,35,14,31,41,21,399,0.103399,0.148725
YER114C,N,579,537,2,9.53,132,61,41,74,82,21,444,-0.871827,0.068269
YER115C,N,480,579,0,10.21,112,8,11,5,15,3,414,-0.446597,0.08377
YER116C,N,596,480,0,4.5,0.13,23,12,31,14,6,437,-0.885402,0.032847
YER117W,N,596,298,1,11.11,648,5,2,4,11,6,814,-0.077372,0.051095
YER118C,N,440,298,0,5.44,162,24,13,13,12,6,463,-0.413897,0.117166
YER119C,N,292,440,2,8.91,101,8,12,13,14,14,466,0.797321,0.087054
YER120W,N,292,1001,0,4.67,194,9,16,24,20,2,579,-0.295082,0.065574
YER122C,N,460,1001,0,8.46,165,42,27,24,48,9,451,-0.9929,0.079108
YER123W,N,460,954,3,9.08,166,34,28,21,37,11,462,-0.833969,0.099237
YER124C,N,1125,954,0,6,143,44,23,20,46,14,433,-0.287783,0.082024
YER125W,Y,1125,775,2,6.67,186,53,41,51,39,12,499,-0.677998,0.10136
YER126C,Y,301,775,0,11.04,299,9,11,19,37,7,645,-0.785824,0.05364
YER127W,Y,301,304,0,6.91,159,27,11,38,32,8,467,-1.10308,0.053221
YER128W,N,304,810,0,8.72,156,12,11,17,23,4,0.48,-0.87931,0.078818
YER129W,N,810,405,8,9.02,115,74,35,70,93,20,386,-0.715849,0.052539
YER130C,N,1505,405,0,5.59,148,30,16,34,30,6,467,-0.817833,0.072235
YER131W,N,1505,876,1,11.6,711,4,1,4,15,2,863,-0.822689,0.042017
YER132C,N,2045,876,2,7.8,0.12,100,64,90,98,28,0.41,-0.63474,0.078722
YER133W,Y,2045,3308,5,5.21,229,25,14,20,19,7,0.51,-0.272115,0.108974
YER134C,N,1812,3308,0,6.75,137,16,3,10,18,2,419,-0.417416,0.123596
YER136W,Y,1812,401,0,5.87,233,33,19,31,38,10,543,-0.391131,0.101996
YER137C,N,7654,401,0,9.8,112,7,6,12,22,6,408,-0.512838,0.027027
YER139C,N,321,983,0,4.65,142,22,8,23,19,4,403,-0.616814,0.088496
YER140W,N,321,223,0,10.61,101,22,17,29,43,18,392,-0.081835,0.104317
YER141W,N,223,226,0,10.97,185,9,15,22,35,16,0.53,0.07572,0.098765
YER142C,N,282,226,0,8.16,134,17,5,31,38,10,0.42,-0.410135,0.108108
YER143W,N,282,200,0,4.8,125,30,24,25,21,13,453,-0.252336,0.058411
YER144C,N,302,200,2,8.28,125,41,51,37,46,15,438,-0.376646,0.098137
YER145C,N,844,302,1,8.53,194,11,14,23,21,12,581,0.196782,0.123762
YER146W,Y,844,101,0,4.37,101,6,3,10,5,3,416,-0.056989,0.043011
YER147C,Y,460,101,0,7.7,79,22,38,48,49,20,389,-0.177725,0.102564
YER148W,Y,460,182,0,10.16,173,10,8,19,22,5,479,-0.247083,0.091667
YER149C,N,899,182,0,5.37,127,30,14,39,37,8,427,-0.914524,0.071429
YER150W,N,899,869,0,4.02,171,3,1,7,2,4,535,0.280405,0.047297
YER151C,N,232,869,0,7.92,179,48,38,61,87,20,493,-0.794518,0.074561
YER152C,N,52,232,0,6.67,92,22,13,25,19,13,426,-0.275395,0.097065
YER155C,N,476,116,0,8.6,149,132,78,107,162,45,443,-0.474989,0.083987
YER156C,N,446,476,0,7.5,162,23,9,22,28,6,511,-0.352959,0.106509
YER157W,Y,446,1663,0,5.16,181,67,36,54,66,9,492,-0.385019,0.09613
YER158C,N,951,1663,0,10.67,129,27,22,21,33,17,468,-0.910646,0.064572
YER159C,Y,7388,951,0,4.95,83,8,7,14,12,4,377,-0.497887,0.042254
YER161C,N,281,7388,0,10.22,118,26,10,39,50,9,391,-1.47988,0.054054
YER162C,N,189,281,0,7.81,134,53,17,72,74,17,434,-0.7313,0.084881
YER163C,N,1609,189,0,6.14,98,9,8,21,8,3,0.41,-0.467673,0.086207
YER164W,N,1609,574,10,6.47,0.17,111,52,131,138,34,463,-0.844959,0.075613
YER165W,Y,574,637,2,5.83,488,29,41,49,47,16,729,-0.67799,0.088388
YER166W,N,637,756,4,5.91,163,99,52,102,94,33,474,-0.298727,0.106938
YER167W,N,756,257,0,8.01,141,47,31,40,51,23,456,-0.892597,0.065805
YER168C,Y,699,257,0,8.34,137,28,22,37,47,12,431,-0.345788,0.087912
YER169W,N,699,214,3,9.84,118,34,31,50,74,16,415,-0.685804,0.084171
YER171W,Y,430,111,1,5.35,0.15,48,27,71,50,26,447,-0.32018,0.089974
YER172C,Y,278,111,1,5.28,132,128,79,176,157,41,425,-0.323717,0.088766
YER173W,N,278,154,0,6.35,113,44,24,48,49,16,382,-0.616844,0.08346
YER174C,N,295,154,1,4.39,144,16,15,26,16,4,441,-0.354508,0.090164
YER175C,N,286,295,1,6.2,163,28,12,19,27,7,0.47,-0.644482,0.12709
YER176W,N,875,555,1,10.17,0.14,45,50,84,119,14,465,-0.732203,0.071365
YER177W,N,555,402,1,4.65,323,14,18,31,17,6,641,-0.657678,0.071161
YER178W,N,402,341,0,8.13,296,22,14,26,29,17,603,-0.296905,0.095238
YER179W,N,341,206,1,5.79,141,18,17,27,20,8,469,-0.299102,0.053892
YER180C,N,337,206,0,4.73,131,25,9,27,18,2,413,-0.858427,0.11236
YER183C,N,2326,74,0,7.12,121,14,11,13,13,8,401,-0.300474,0.075829
YER184C,N,773,2326,1,7.64,126,40,30,49,59,19,0.43,-0.194836,0.11461
YER185W,N,773,1339,1,9.26,104,9,8,10,12,8,412,0.732343,0.145215
YER186C,N,3604,1339,0,7.25,98,21,5,24,30,8,358,-0.326144,0.140523
YER187W,N,3604,2952,0,3.89,96,14,8,8,4,2,375,-0.689362,0.12766
YFL001W,N,196,650,0,10.02,148,23,13,28,44,11,457,-0.448869,0.095023
YFL002C,Y,196,7956,17,9.77,0.13,36,17,45,59,15,432,-0.356271,0.087459
YFL003C,N,7956,224,3,7.24,108,47,27,62,71,25,386,-0.204783,0.06492
YFL004W,N,828,224,2,6.74,196,54,28,71,78,13,492,-0.529589,0.096618
YFL005W,Y,423,828,8,7.11,196,14,6,12,19,4,536,-0.225581,0.074419
YFL007W,N,372,423,0,5.77,0.15,157,76,128,139,47,446,-0.195894,0.10266
YFL008W,Y,945,372,3,6.41,163,70,62,135,134,17,476,-0.739755,0.066939
YFL009W,Y,401,945,1,7.14,139,48,15,33,46,11,432,-0.282285,0.080873
