orf_id,Essential,paralog_count,CAI,Leu,Ser,Thr,Cys,Trp,orf_size,strand_bias
b3067,Y,0,"0,735",54,29,38,3,4,613,0
b3068,N,0,"0,428",18,8,7,2,3,168,1
b3070,N,0,"0,521",22,11,9,2,5,254,1
b3071,N,0,"0,557",16,8,6,8,1,207,0
b3072,N,4,"0,502",46,37,38,3,8,506,1
b3073,N,6,"0,478",56,20,27,9,1,496,0
b3074,N,0,"0,552",11,5,8,3,0,110,1
b3075,N,1,"0,506",31,21,16,3,1,327,0
b3076,N,1,"0,605",76,54,59,13,25,1030,0
b3077,N,0,"0,502",7,4,8,4,1,149,0
b3078,N,2,"0,534",49,35,34,1,10,477,0
b3079,N,0,"0,513",26,22,26,2,11,356,0
b3080,N,0,"0,57",62,38,56,3,24,783,0
b3081,N,0,"0,474",61,32,38,10,5,672,0
b3084,N,0,"0,541",46,19,25,7,5,388,1
b3085,N,0,"0,437",23,7,9,2,3,179,0
b3086,Y,1,"0,458",25,11,8,4,3,230,0
b3087,N,0,"0,546",33,29,15,7,1,334,0
b3088,N,0,"0,527",48,13,16,0,10,321,0
b3089,N,0,"0,582",66,32,24,8,5,414,0
b3090,N,0,"0,397",18,9,14,5,7,183,1
b3091,N,1,"0,612",45,17,31,9,2,495,1
b3093,N,3,"0,653",48,23,24,5,16,472,0
b3094,N,1,"0,591",21,11,11,2,5,263,0
b3095,Y,2,"0,39",48,10,11,2,7,220,0
b3096,Y,0,"0,37",16,11,9,0,4,127,0
b3097,N,0,"0,496",12,8,2,2,0,127,0
b3098,N,0,"0,58",11,11,6,0,1,101,0
b3099,N,0,"0,409",26,6,8,0,2,134,0
b3100,Y,0,"0,421",13,10,5,0,7,99,0
b3101,N,0,"0,562",25,10,13,0,2,160,0
b3102,N,0,"0,537",28,15,24,2,9,328,0
b3103,N,1,"0,494",16,1,5,1,8,121,0
b3104,N,1,"0,42",20,7,5,1,4,118,0
b3105,N,3,"0,448",34,15,20,1,4,298,1
b3110,N,4,"0,494",55,37,20,5,9,443,1
b3113,N,1,"0,481",9,8,8,3,0,150,1
b3114,N,3,"0,617",69,38,45,5,7,764,1
b3115,N,1,"0,452",40,38,14,5,3,406,1
b3117,N,0,"0,535",21,23,17,6,0,329,1
b3118,N,1,"0,365",32,31,23,3,2,312,1
b3119,Y,0,"0,288",9,8,5,4,0,114,0
b3120,N,0,"0,316",8,14,13,5,2,186,0
b3121,N,0,"0,285",41,33,27,6,1,395,0
b3125,N,3,"0,613",28,15,15,2,0,299,1
b3126,N,1,"0,566",20,17,11,1,3,256,1
b3127,N,4,"0,541",56,29,23,5,12,444,1
b3128,N,1,"0,5",45,24,33,7,5,523,0
b3129,N,0,"0,41",8,3,7,1,0,111,0
b3130,N,0,"0,356",11,7,12,1,4,154,0
b3131,N,6,"0,483",24,21,17,2,0,269,1
b3132,N,1,"0,584",45,21,20,7,4,426,0
b3133,Y,1,"0,507",15,2,6,2,2,169,0
b3134,Y,0,"0,523",17,4,10,1,1,133,0
b3135,N,0,"0,468",17,9,8,6,2,167,0
b3136,N,0,"0,579",38,28,27,5,5,384,0
b3137,N,2,"0,541",22,19,13,5,1,286,0
b3139,N,1,"0,457",37,11,17,4,4,267,0
b3140,N,1,"0,503",32,18,12,2,3,263,0
b3141,N,0,"0,408",38,13,21,6,2,251,0
b3142,N,0,"0,482",12,9,12,2,2,194,0
b3143,N,5,"0,34",23,16,13,2,3,231,0
b3144,N,8,"0,407",67,85,59,4,12,838,0
b3145,N,0,"0,367",22,28,44,7,3,363,0
b3146,N,0,"0,515",41,9,14,3,2,286,1
b3147,N,0,"0,525",66,45,40,4,9,678,0
b3149,N,1,"0,45",20,10,13,5,0,196,0
b3150,N,0,"0,582",16,14,16,1,1,191,0
b3151,N,0,"0,463",47,15,19,4,16,346,1
b3152,Y,0,"0,376",24,13,12,3,2,226,1
b3154,Y,0,"0,495",12,5,9,2,5,147,1
b3155,Y,0,"0,419",13,6,8,0,1,100,0
b3156,Y,0,"0,555",21,6,5,1,2,167,1
b3157,N,0,"0,494",27,11,7,1,3,174,1
b3158,N,0,"0,532",33,18,15,6,5,331,0
b3159,N,0,"0,547",38,19,11,10,6,298,0
b3160,N,0,"0,464",40,25,13,1,4,335,0
b3162,N,0,"0,723",69,26,31,1,3,646,1
b3163,N,0,"0,379",47,16,12,2,5,294,1
b3164,Y,0,"0,749",53,33,43,2,2,734,1
b3165,Y,0,"0,723",12,6,6,0,0,89,1
b3166,N,0,"0,578",35,16,14,3,0,314,1
b3168,Y,0,"0,736",54,44,42,3,2,890,1
b3170,Y,0,"0,542",14,8,10,1,1,152,1
b3172,N,0,"0,644",43,24,29,3,6,447,0
b3173,N,2,"0,337",59,43,34,6,6,547,1
b3176,N,0,"0,626",39,20,19,5,2,445,1
b3177,N,0,"0,476",28,21,11,3,1,297,1
b3178,N,0,"0,675",51,32,27,2,5,644,1
b3179,N,0,"0,475",17,16,6,2,3,209,1
b3180,N,0,"0,518",14,3,8,1,0,97,0
b3181,N,0,"0,669",11,5,6,1,0,153,1
b3182,N,0,"0,432",44,32,27,5,4,477,0
b3183,Y,0,"0,666",32,14,17,4,8,390,1
b3184,N,0,"0,373",51,19,19,4,8,321,1
b3187,Y,0,"0,543",36,10,16,3,2,323,0
b3188,N,0,"0,37",6,9,6,0,4,92,0
b3189,N,0,"0,624",38,17,27,6,2,419,1
b3190,N,0,"0,553",6,6,2,0,1,89,1
b3191,N,0,"0,378",19,8,8,2,2,129,1
b3192,N,0,"0,625",20,6,15,0,3,211,1
b3193,N,0,"0,532",21,10,18,1,1,183,1
b3194,N,0,"0,429",41,21,15,1,6,260,1
b3195,N,7,"0,428",30,17,11,2,1,269,1
b3196,N,0,"0,369",60,20,16,2,5,325,0
b3197,N,1,"0,488",36,17,19,7,1,328,0
b3201,Y,7,"0,566",27,12,10,1,0,241,0
b3202,Y,0,"0,493",59,36,33,3,5,477,0
b3203,N,0,"0,524",9,2,7,0,0,95,0
b3204,Y,0,"0,507",21,9,15,3,0,163,0
b3205,N,0,"0,494",37,24,13,2,2,284,0
b3206,N,0,"0,49",10,3,5,0,0,90,0
b3207,N,0,"0,437",22,11,11,8,4,210,0
b3208,N,0,"0,412",24,20,7,0,9,242,1
b3210,N,3,"0,524",97,41,41,2,8,778,1
b3211,N,0,"0,506",35,11,19,10,5,309,1
b3212,N,0,"0,628",150,84,77,20,14,1517,0
b3213,N,1,"0,693",29,18,19,11,5,472,0
b3216,N,8,"0,381",61,82,60,4,10,793,0
b3217,N,0,"0,303",13,16,9,3,0,159,0
b3219,Y,0,"0,332",16,23,25,2,1,238,0
b3220,N,0,"0,34",47,22,18,4,4,375,0
b3221,N,0,"0,414",15,4,5,3,0,154,1
b3222,N,0,"0,469",38,11,21,6,1,302,1
b3223,N,0,"0,548",21,9,16,5,2,229,1
b3224,N,1,"0,544",66,27,25,6,15,506,1
b3225,N,2,"0,558",34,15,14,4,1,297,1
b3226,Y,0,"0,57",26,20,8,0,2,263,1
b3227,N,1,"0,44",49,30,25,3,2,455,0
b3228,N,0,"0,523",15,5,7,0,1,165,1
b3230,Y,0,"0,829",9,7,5,0,0,130,1
b3231,Y,0,"0,73",9,0,12,0,1,142,1
b3232,N,0,"0,398",48,18,23,4,5,375,1
b3233,N,0,"0,627",16,11,3,0,1,134,0
b3234,Y,2,"0,48",51,38,20,0,0,455,0
b3235,N,1,"0,521",35,20,21,0,0,355,0
b3236,N,0,"0,702",33,17,18,3,0,312,1
b3237,Y,0,"0,503",19,10,10,1,0,156,0
b3239,Y,0,"0,383",13,3,3,0,1,90,1
b3240,N,0,"0,443",81,34,44,11,13,655,1
b3241,N,2,"0,511",25,14,24,0,5,310,1
b3242,N,0,"0,34",14,6,5,3,2,90,1
b3243,N,6,"0,44",36,23,16,3,3,309,0
b3244,N,0,"0,594",49,33,25,2,3,481,1
b3247,N,0,"0,541",42,23,30,6,1,495,1
b3248,N,1,"0,476",23,9,12,2,0,197,1
b3249,N,0,"0,421",29,10,2,0,10,162,1
b3250,Y,0,"0,526",42,21,21,2,1,367,1
b3251,Y,0,"0,667",31,27,14,3,0,367,1
b3252,N,0,"0,416",83,46,43,5,10,646,1
b3258,N,1,"0,467",79,26,30,2,8,485,0
b3259,N,0,"0,623",35,14,15,5,8,293,0
b3260,N,1,"0,422",27,13,13,6,4,321,0
b3261,Y,0,"0,633",12,4,6,0,0,98,0
b3262,N,0,"0,473",23,19,13,3,4,296,0
b3264,N,1,"0,367",26,4,11,3,3,220,1
b3265,N,3,"0,485",28,25,32,1,1,385,0
b3266,N,6,"0,472",114,64,58,3,7,1034,0
b3268,N,0,"0,528",24,20,18,4,6,305,0
b3270,N,0,"0,439",50,25,16,4,18,368,0
b3271,N,19,"0,353",21,10,12,5,2,252,0
b3279,N,0,"0,384",23,19,10,6,2,256,0
b3280,N,0,"0,412",7,4,3,3,5,85,1
b3281,N,0,"0,388",35,17,12,3,2,272,1
b3282,N,0,"0,377",19,7,14,3,2,190,1
b3284,N,0,"0,428",27,3,5,3,2,157,1
b3287,Y,0,"0,516",20,5,3,2,0,169,0
b3288,Y,0,"0,483",39,18,17,3,7,315,0
b3289,N,0,"0,419",53,17,19,7,10,429,0
b3290,N,0,"0,488",39,23,17,1,0,458,0
b3291,Y,0,"0,461",13,4,3,0,0,136,0
b3292,N,0,"0,373",14,12,6,5,0,141,1
b3298,Y,0,"0,592",9,6,6,1,0,118,1
b3300,Y,0,"0,511",48,23,25,2,4,443,1
b3301,Y,0,"0,759",12,7,9,0,0,144,1
b3303,Y,0,"0,714",9,7,8,0,0,167,1
b3304,Y,0,"0,703",8,5,5,0,0,117,1
b3305,Y,0,"0,713",12,4,12,1,1,177,1
b3306,Y,0,"0,725",10,7,6,1,0,130,1
b3307,Y,0,"0,633",8,8,2,1,2,101,1
b3308,N,0,"0,703",13,7,9,1,1,179,1
b3309,Y,0,"0,692",4,5,3,0,0,104,1
b3310,Y,0,"0,621",8,6,5,2,0,123,1
b3311,Y,0,"0,783",5,4,6,2,1,84,1
b3313,N,0,"0,707",10,2,9,0,2,136,1
b3314,N,0,"0,784",13,9,11,0,4,233,1
b3315,N,0,"0,697",8,7,6,0,0,110,1
b3316,Y,0,"0,554",7,4,6,0,1,92,1
b3317,Y,0,"0,766",15,10,14,2,2,273,1
b3318,Y,0,"0,783",8,4,5,0,1,100,1
b3319,Y,0,"0,761",19,12,12,0,2,201,1
b3320,Y,0,"0,769",11,9,16,0,2,209,1
b3321,Y,0,"0,684",10,2,8,0,0,103,1
b3322,N,0,"0,363",11,8,6,2,3,139,1
b3323,N,0,"0,317",64,32,31,8,19,489,1
b3326,N,1,"0,397",57,37,31,5,2,493,0
b3327,N,1,"0,374",68,29,23,2,2,398,0
b3328,N,0,"0,43",17,5,7,0,2,145,0
b3329,N,0,"0,387",20,12,13,1,5,169,0
b3331,N,0,"0,354",28,15,13,0,1,195,0
b3332,N,0,"0,384",43,20,19,2,5,327,0
b3333,N,0,"0,371",53,32,23,4,14,388,0
b3338,N,0,"0,583",42,76,56,13,31,897,1
b3339,Y,1,"0,853",28,10,30,3,1,394,1
b3340,Y,1,"0,802",43,29,38,3,6,704,1
b3341,N,0,"0,622",16,15,5,0,2,179,1
b3342,Y,0,"0,728",8,6,8,4,0,124,1
b3343,Y,0,"0,366",18,5,6,0,2,95,1
b3344,Y,0,"0,391",17,3,7,2,1,119,1
b3345,Y,0,"0,391",14,10,6,2,1,128,1
b3346,N,0,"0,515",25,22,14,4,0,244,1
b3347,N,1,"0,662",22,16,13,0,1,270,1
b3349,Y,0,"0,81",14,5,5,6,0,196,1
b3350,N,2,"0,435",97,35,21,2,8,601,1
b3351,N,1,"0,425",22,14,5,2,5,184,1
b3352,N,3,"0,571",89,39,21,4,9,637,0
b3353,N,0,"0,486",37,19,14,6,7,340,0
b3355,N,0,"0,493",25,18,18,0,4,289,0
b3358,N,0,"0,403",115,34,40,10,19,696,0
b3360,N,0,"0,439",21,9,9,4,3,187,1
b3361,N,0,"0,498",22,7,5,2,3,200,1
b3363,N,1,"0,635",11,11,11,0,0,190,1
b3364,N,0,"0,538",52,30,29,5,9,393,0
b3365,N,0,"0,718",78,44,45,21,8,847,0
b3366,N,0,"0,669",10,9,1,3,2,108,0
b3370,N,1,"0,495",57,34,33,8,11,462,0
b3371,N,0,"0,636",36,16,17,8,7,347,0
b3374,Y,0,"0,571",17,9,19,5,9,261,0
b3375,N,0,"0,454",23,21,15,5,3,265,0
b3376,N,0,"0,474",39,18,17,5,0,361,1
b3378,N,0,"0,535",8,5,4,3,0,130,1
b3379,N,0,"0,494",29,14,19,4,0,292,1
b3380,N,1,"0,494",38,17,23,4,4,408,1
b3381,N,0,"0,485",47,23,20,5,5,387,1
b3382,N,0,"0,414",18,6,4,4,2,134,1
b3383,N,0,"0,424",37,15,16,6,1,301,1
b3384,Y,0,"0,657",31,19,14,4,2,334,1
b3385,N,0,"0,5",29,8,10,1,2,252,1
b3386,Y,2,"0,56",20,12,7,1,0,225,1
b3387,N,0,"0,469",26,15,10,5,2,278,1
b3388,N,0,"0,554",23,35,44,0,3,428,1
b3389,N,0,"0,445",49,20,18,5,2,362,1
b3390,Y,0,"0,446",23,19,15,3,2,240,1
b3391,N,0,"0,388",54,29,23,0,6,412,1
b3393,N,0,"0,36",24,14,9,1,7,146,1
b3394,N,0,"0,293",30,9,14,0,6,179,1
b3395,N,0,"0,401",33,19,12,3,10,268,1
b3396,N,2,"0,566",64,46,49,4,14,858,0
b3397,N,0,"0,44",21,14,6,0,2,186,1
b3398,N,0,"0,461",94,55,43,8,18,711,0
b3399,N,0,"0,444",33,8,16,5,6,237,0
b3400,N,0,"0,476",13,5,7,0,2,133,0
b3402,N,0,"0,367",102,38,28,5,23,574,1
b3403,N,0,"0,697",46,25,45,5,9,540,0
b3404,N,2,"0,478",52,26,24,1,8,450,1
b3405,N,13,"0,605",28,13,6,1,1,239,1
b3406,N,0,"0,557",12,6,8,1,4,170,0
b3407,N,0,"0,639",76,33,40,4,6,740,0
b3409,N,0,"0,606",99,53,41,12,9,773,0
b3411,N,3,"0,393",37,22,10,5,2,292,0
b3412,N,0,"0,429",37,14,10,3,8,256,1
b3413,N,0,"0,307",39,15,17,13,8,243,0
b3414,N,0,"0,633",20,8,10,4,0,191,0
b3415,N,6,"0,658",57,24,25,3,5,438,0
b3416,N,0,"0,503",74,35,33,11,22,694,1
b3417,N,1,"0,624",82,25,31,7,20,797,1
b3418,N,0,"0,497",132,53,32,9,22,901,0
b3421,N,0,"0,547",29,17,27,8,6,408,1
b3422,N,10,"0,49",57,37,30,6,9,532,0
b3423,N,5,"0,566",24,18,15,1,1,252,1
b3424,N,0,"0,464",33,14,8,1,13,276,1
b3426,N,0,"0,571",53,30,25,3,12,501,0
b3428,N,1,"0,577",87,48,35,5,14,815,1
b3429,N,0,"0,468",61,24,18,3,9,477,1
b3430,N,0,"0,58",37,30,12,9,6,431,1
b3431,N,0,"0,446",69,25,26,12,19,657,1
b3432,N,0,"0,545",68,32,31,2,26,728,1
b3433,Y,0,"0,511",41,21,26,4,8,367,1
b3434,N,0,"0,373",39,12,6,0,2,197,0
b3439,N,1,"0,637",17,16,9,0,6,231,1
b3440,N,1,"0,55",27,18,20,3,1,345,1
b3441,N,0,"0,381",8,5,5,4,3,162,0
b3442,N,0,"0,242",40,26,26,3,2,392,0
b3443,N,0,"0,244",16,10,5,2,0,138,0
b3444,Y,5,"0,443",5,10,8,5,1,91,0
b3445,N,5,"0,382",18,15,7,1,5,167,0
b3446,N,0,"0,422",9,3,5,1,1,94,0
b3447,N,0,"0,554",44,38,33,1,4,580,1
b3448,N,0,"0,317",17,7,9,0,0,146,0
b3449,N,0,"0,489",32,10,11,4,8,247,1
b3451,N,0,"0,514",37,12,23,1,8,281,1
b3452,N,1,"0,55",35,25,15,0,7,295,1
b3453,N,0,"0,586",33,25,27,2,8,438,1
b3454,N,7,"0,497",27,10,12,1,2,241,1
b3455,N,8,"0,52",37,8,16,2,1,255,1
b3456,N,0,"0,514",69,21,20,2,7,425,1
b3458,N,1,"0,609",23,19,16,2,4,369,1
b3459,N,0,"0,474",13,7,6,2,4,127,0
b3460,N,1,"0,668",27,15,18,3,3,367,1
b3461,Y,0,"0,688",29,16,9,0,6,284,1
b3462,N,0,"0,518",43,23,15,3,4,352,1
b3463,Y,14,"0,526",26,12,9,1,1,222,1
b3464,Y,1,"0,612",37,15,27,0,3,497,1
b3465,Y,0,"0,451",22,11,8,2,4,198,0
b3466,Y,0,"0,468",17,1,4,1,2,89,0
b3467,Y,0,"0,44",7,9,6,0,0,119,1
b3468,N,0,"0,504",43,14,9,4,11,208,0
b3469,N,2,"0,517",91,35,49,9,6,732,0
b3472,N,0,"0,506",21,12,13,1,3,203,0
b3473,N,1,"0,411",64,23,17,7,9,419,1
b3474,N,1,"0,375",64,19,20,2,7,376,0
b3476,N,7,"0,572",52,28,31,1,9,524,0
b3477,N,6,"0,558",52,13,12,2,8,314,0
b3478,N,5,"0,556",45,20,14,1,9,277,0
b3479,N,9,"0,518",33,13,16,4,0,254,0
b3480,N,23,"0,487",41,18,11,4,1,268,0
b3481,N,0,"0,575",15,8,7,2,0,133,0
b3482,N,3,"0,448",127,90,113,15,28,1411,0
b3484,N,2,"0,33",30,24,16,8,6,378,0
b3486,N,0,"0,474",113,62,48,7,10,911,1
b3487,N,0,"0,503",35,19,16,0,6,355,1
b3488,N,1,"0,276",39,33,39,10,5,540,1
b3489,N,0,"0,269",9,6,6,2,0,123,1
b3491,N,0,"0,324",53,32,21,13,9,383,0
b3493,N,1,"0,549",67,33,35,2,8,499,0
b3494,N,0,"0,39",14,6,3,5,3,111,1
b3495,N,2,"0,646",17,12,7,1,1,144,0
b3496,N,3,"0,468",69,24,25,5,7,489,0
b3497,N,0,"0,486",31,6,11,2,2,250,1
b3498,N,1,"0,65",77,33,26,6,12,680,1
b3499,N,0,"0,609",34,17,10,0,5,280,0
b3500,Y,3,"0,66",27,16,32,6,3,450,0
b3502,N,0,"0,498",68,22,26,1,12,436,0
b3503,N,0,"0,557",16,6,10,2,0,141,0
b3504,N,0,"0,26",17,18,27,4,2,260,0
b3505,N,10,"0,433",32,17,18,1,7,338,1
b3506,Y,1,"0,426",19,10,9,1,4,199,0
b3507,N,0,"0,373",17,9,11,4,0,176,0
b3512,N,0,"0,372",21,13,8,1,1,175,0
b3513,N,3,"0,467",36,31,29,2,1,385,0
b3514,N,6,"0,523",108,76,65,3,7,1037,0
b3515,N,2,"0,322",32,28,12,6,1,242,1
b3523,N,4,"0,506",66,22,34,0,6,440,0
b3524,N,0,"0,45",76,38,33,2,10,691,1
b3525,N,0,"0,385",32,14,13,4,6,256,1
b3526,N,0,"0,532",33,25,31,6,6,382,0
b3527,N,0,"0,482",62,28,31,2,12,498,1
b3528,N,2,"0,552",52,26,22,4,1,428,1
b3529,N,9,"0,51",93,36,25,7,7,651,1
b3530,N,0,"0,52",105,91,53,2,29,1140,1
b3531,N,0,"0,487",34,25,19,2,16,368,1
b3532,N,0,"0,558",77,51,40,3,10,779,1
b3533,N,0,"0,527",104,47,43,12,26,888,1
b3534,N,0,"0,409",37,16,10,6,7,242,1
b3536,N,0,"0,394",64,37,19,9,14,523,0
b3538,N,0,"0,473",63,40,35,3,18,559,0
b3539,N,3,"0,435",55,29,22,6,7,423,0
b3540,N,23,"0,56",41,17,12,6,0,334,1
b3541,N,8,"0,556",35,17,11,6,0,327,1
b3542,N,5,"0,623",46,13,10,2,6,300,1
b3543,N,6,"0,513",45,12,19,1,9,339,1
b3544,N,7,"0,687",39,29,26,4,9,535,1
b3546,N,1,"0,538",56,38,27,9,12,574,1
b3547,N,0,"0,556",58,34,24,4,6,402,1
b3548,N,0,"0,377",23,22,23,0,9,234,1
b3549,N,0,"0,454",11,10,9,8,4,187,0
b3550,N,0,"0,392",14,4,5,2,8,146,0
b3551,N,6,"0,499",61,44,34,10,22,739,1
b3552,N,0,"0,68",18,20,16,1,0,219,0
b3553,N,0,"0,46",36,15,19,4,2,328,0
b3555,N,0,"0,329",12,8,7,1,1,96,0
b3557,N,0,"0,309",17,9,7,0,2,173,0
b3558,N,5,"0,309",28,18,11,3,2,283,0
b3559,Y,0,"0,73",76,21,34,3,7,689,1
b3560,Y,0,"0,686",31,10,20,5,6,303,1
b3561,N,0,"0,389",47,18,18,5,10,331,0
b3562,N,0,"0,382",18,11,10,1,3,146,1
b3563,N,0,"0,354",19,4,7,3,1,117,1
b3565,N,0,"0,569",42,16,19,4,8,440,1
b3566,N,0,"0,471",31,14,15,1,3,330,0
b3567,N,8,"0,407",60,26,25,10,3,513,0
b3568,N,3,"0,426",52,30,24,2,11,393,0
b3570,N,0,"0,387",21,30,22,2,5,274,1
b3571,N,0,"0,444",60,39,46,5,25,676,0
b3572,N,0,"0,49",50,14,21,7,6,417,0
b3573,N,3,"0,453",5,7,7,19,2,157,1
b3574,N,4,"0,453",31,21,17,4,1,282,1
b3575,N,1,"0,546",23,20,18,3,7,332,0
b3576,N,0,"0,405",10,6,7,2,1,155,0
b3577,N,0,"0,334",25,12,9,3,4,157,0
b3579,N,0,"0,56",34,22,17,0,3,328,0
b3580,N,3,"0,517",55,26,30,11,13,498,0
b3582,N,1,"0,518",24,19,12,4,9,297,0
b3583,N,2,"0,507",18,11,14,2,5,231,0
b3584,N,1,"0,459",21,27,14,0,6,246,1
b3585,N,0,"0,423",32,20,15,5,4,324,0
b3586,N,1,"0,465",37,23,21,0,3,378,1
b3587,N,1,"0,398",13,7,2,0,5,107,1
b3589,N,2,"0,59",31,17,25,8,0,383,1
b3590,N,0,"0,509",74,16,32,3,12,614,1
b3591,N,0,"0,433",68,27,27,6,4,463,1
b3592,N,0,"0,477",25,10,8,3,2,202,1
b3593,N,3,"0,446",128,80,114,12,31,1377,0
b3594,Y,0,"0,284",27,17,11,8,1,280,0
b3595,N,1,"0,418",25,15,12,4,5,233,0
b3596,Y,0,"0,257",16,12,6,3,1,153,0
b3599,N,0,"0,706",67,40,30,4,4,637,0
b3600,N,0,"0,634",36,15,18,1,2,382,0
b3601,N,0,"0,451",29,9,9,1,0,195,0
b3603,N,1,"0,524",69,39,35,5,16,551,0
b3604,N,1,"0,446",25,17,11,1,3,258,0
b3605,N,0,"0,566",43,22,15,3,7,396,0
b3606,N,0,"0,468",16,7,8,1,2,157,0
b3607,Y,0,"0,56",21,15,12,3,3,273,1
b3608,N,0,"0,51",38,16,20,4,2,339,1
b3609,Y,0,"0,693",12,8,11,4,1,155,1
b3610,N,0,"0,596",8,4,4,3,0,83,1
b3611,N,0,"0,566",14,6,6,1,2,143,1
b3612,N,0,"0,735",39,20,25,2,3,514,0
b3613,N,0,"0,522",41,27,18,1,4,427,0
b3614,N,0,"0,51",21,21,12,1,2,277,0
b3615,N,0,"0,407",29,18,27,4,10,344,1
b3616,N,6,"0,642",23,15,16,6,6,341,1
b3617,N,1,"0,639",33,20,16,6,2,398,1
b3618,N,0,"0,308",25,14,15,4,6,290,1
b3619,N,0,"0,707",24,16,14,2,3,310,0
b3620,N,0,"0,477",41,18,10,5,7,348,0
b3621,Y,0,"0,382",32,15,15,1,8,319,0
b3622,N,0,"0,207",64,41,23,4,2,419,0
b3623,N,0,"0,254",38,24,25,6,2,357,1
b3624,N,0,"0,327",26,26,11,6,0,283,1
b3629,N,0,"0,249",25,19,14,3,5,311,1
b3630,N,0,"0,32",33,11,15,3,6,265,1
b3631,N,0,"0,371",35,17,16,5,3,374,1
b3632,N,0,"0,353",35,14,23,6,7,344,1
b3633,Y,0,"0,473",60,20,26,1,6,425,0
b3634,Y,0,"0,53",15,9,8,0,1,159,0
b3635,N,0,"0,433",35,15,11,6,5,269,1
b3638,N,0,"0,342",28,15,10,2,1,224,1
b3639,Y,0,"0,452",40,19,20,6,4,430,0
b3640,Y,0,"0,576",16,8,7,1,1,151,0
b3641,N,0,"0,522",30,13,13,3,1,212,0
b3642,N,0,"0,555",23,9,9,2,0,213,1
b3643,N,0,"0,569",22,8,19,4,1,228,1
b3645,N,0,"0,362",25,9,15,2,2,278,0
b3646,N,0,"0,438",27,7,14,1,1,223,0
b3647,N,0,"0,406",49,35,24,5,29,562,1
b3648,Y,0,"0,509",18,14,10,0,1,207,0
b3649,N,0,"0,69",7,0,4,0,0,91,0
b3651,N,0,"0,529",17,10,12,3,4,229,0
b3652,N,0,"0,511",95,23,43,6,6,693,0
b3653,N,0,"0,514",65,18,24,4,4,401,1
b3654,N,3,"0,569",68,35,25,4,4,463,0
b3655,N,0,"0,458",69,47,42,0,17,569,0
b3656,N,1,"0,526",65,37,42,13,25,772,1
b3657,N,5,"0,49",51,24,36,10,12,479,1
b3659,N,2,"0,326",58,21,25,8,7,394,0
b3663,N,0,"0,396",19,8,4,0,4,159,1
b3664,N,3,"0,399",52,36,34,6,5,470,1
b3665,N,0,"0,477",62,35,26,11,4,588,0
b3666,N,2,"0,614",56,29,24,6,9,463,1
b3667,N,2,"0,44",56,22,21,6,19,440,1
b3668,N,0,"0,429",100,30,26,7,19,501,1
b3669,N,3,"0,532",26,12,7,4,1,196,1
b3671,N,4,"0,553",47,23,29,9,4,562,1
b3673,N,0,"0,415",67,24,23,7,9,396,0
b3675,N,0,"0,399",16,7,5,0,4,120,1
b3676,N,0,"0,352",24,5,4,1,2,115,1
b3677,N,0,"0,447",18,9,7,2,1,149,0
b3678,N,0,"0,497",35,22,25,8,12,497,1
b3679,N,0,"0,498",71,30,32,5,10,571,1
b3680,N,0,"0,356",30,21,16,5,8,307,0
b3683,N,2,"0,46",58,27,23,4,8,455,1
b3684,Y,1,"0,391",33,20,10,1,1,238,0
b3685,N,1,"0,463",82,30,26,3,5,561,1
b3686,N,1,"0,539",17,10,6,0,2,144,1
b3687,N,1,"0,624",14,5,2,0,0,137,1
b3688,N,0,"0,337",10,14,11,2,2,135,0
b3689,N,0,"0,464",27,22,28,3,13,416,1
b3690,N,0,"0,479",29,27,15,8,9,361,0
b3691,N,4,"0,559",50,22,27,5,15,445,1
b3693,N,0,"0,402",28,21,19,5,6,292,1
b3696,N,0,"0,384",21,15,13,3,1,218,0
b3697,N,0,"0,613",23,11,16,2,0,270,1
b3698,N,0,"0,414",22,14,4,0,2,135,1
b3700,N,0,"0,41",43,20,22,4,5,357,1
b3702,Y,0,"0,512",48,24,25,3,5,467,1
b3706,Y,0,"0,521",55,22,20,1,4,454,0
b3708,N,0,"0,646",36,19,27,7,2,476,0
b3709,N,2,"0,441",50,33,21,7,10,415,0
b3710,N,1,"0,416",55,34,18,8,5,391,0
b3711,N,0,"0,449",52,25,15,4,9,319,0
b3712,N,0,"0,395",30,21,13,4,4,253,0
b3713,N,0,"0,567",19,9,9,1,1,188,0
b3714,N,3,"0,608",52,35,31,3,5,445,1
b3715,N,0,"0,553",17,12,10,5,3,221,0
b3716,N,0,"0,311",23,12,6,4,1,155,0
b3717,N,0,"0,441",14,7,6,13,5,195,0
b3718,N,0,"0,508",26,9,15,2,1,240,1
b3719,Y,0,"0,487",28,19,25,0,6,400,1
b3720,N,1,"0,527",32,41,37,0,13,538,1
b3722,N,4,"0,429",68,35,41,8,9,625,1
b3723,N,0,"0,337",33,19,6,3,3,278,1
b3725,N,9,"0,679",27,14,17,4,2,257,1
b3726,N,0,"0,638",41,16,22,1,9,296,1
b3727,N,0,"0,618",39,17,14,1,7,319,1
b3728,N,0,"0,726",25,22,25,0,8,346,1
b3729,Y,0,"0,674",71,38,28,4,3,609,1
b3730,Y,0,"0,625",45,11,30,4,3,456,1
b3731,Y,0,"0,65",12,8,6,0,0,139,1
b3732,N,2,"0,77",42,25,24,1,1,460,1
b3733,N,0,"0,639",29,21,13,2,2,287,1
b3734,N,0,"0,776",46,32,23,4,1,513,1
